,Amount,MerchantName,MCC,Location,Device,TransactionSpeed,Fraud,Weekday,Hour,Month,is_large_amount,is_slow_transaction
3325,868.47,Miller-Santos,7299,Port Michellemouth,iOS,3.65,0,1,20,8,0,0
3326,189.71,Day and Sons,5968,Sarahborough,Android,41.75,0,6,9,3,0,0
3327,730.38,Logan PLC,5411,Anitachester,POS,38.92,0,2,22,1,0,0
3328,883.37,Ibarra PLC,5261,Sandersside,iOS,47.61,0,2,9,8,0,0
3329,310.07,Nguyen-Eaton,5812,New Roberttown,iOS,2.01,0,3,18,1,0,0
3330,915.56,King-Gray,5261,Leeville,Android,18.49,0,5,7,3,0,0
3331,985.76,Cox-Gutierrez,5411,Chelseyhaven,iOS,45.2,0,2,9,4,0,0
3332,401.26,Simon-Welch,5411,East Holly,POS,46.48,0,6,3,2,0,0
3333,332.64,Watkins-Dorsey,5968,New Jessica,Android,13.26,0,1,17,11,0,0
3334,664.05,Reynolds Group,5411,East Laura,Android,32.28,0,5,23,11,0,0
3335,211.5,Smith Inc,7299,Lake James,Android,40.96,0,2,1,8,0,0
3336,723.94,Houston-Summers,5968,Abigailchester,iOS,42.89,0,5,6,1,0,0
3337,158.99,Roberts-Cain,5261,New Michael,Android,57.52,0,0,5,7,0,0
3338,545.7,Lester Ltd,5812,East Jerrymouth,iOS,52.98,0,3,3,3,0,0
3339,997.13,"Leach, Lindsey and Burns",5812,Lake Lindsey,Web,7.06,0,2,17,12,0,0
3340,639.25,Hartman-Shannon,5942,East Alexisborough,POS,14.04,0,3,13,1,0,0
3341,556.04,Carr Group,5942,Kennedyhaven,POS,5.8,0,6,5,7,0,0
3342,72.12,Barr-Lee,5942,Colemanton,Android,14.1,0,5,1,8,0,0
3343,172.43,Schmidt-Esparza,5411,Barberland,iOS,45.36,0,4,2,4,0,0
3344,553.14,Rollins-Lambert,5411,Samanthafort,POS,43.29,0,2,1,1,0,0
3345,717.17,"Walsh, Bond and Cruz",5968,Johnhaven,Web,29.29,0,5,12,5,0,0
3346,708.96,Gregory LLC,5968,Lake Troymouth,POS,31.5,0,2,7,12,0,0
3347,722.57,Mclaughlin-Potts,5812,South John,Android,26.69,0,2,4,3,0,0
3348,207.94,Stephens-Torres,7299,East Mariamouth,Android,11.05,0,6,14,6,0,0
3349,748.62,"Alvarez, Morgan and Hayden",5411,Vargasmouth,Android,46.61,0,4,2,8,0,0
3350,628.97,Herring Group,7299,East Jeffery,POS,45.69,0,0,9,9,0,0
3351,397.5,Nelson-Vega,5261,New Anthonytown,Android,19.91,0,6,1,7,0,0
3352,643.98,Cole-Williams,5812,Lesliebury,iOS,2.12,0,5,15,3,0,0
3353,581.19,Whitaker-Roberts,5812,Lake Morgantown,Web,20.63,0,1,9,12,0,0
3354,294.27,Shields PLC,5261,Kevinmouth,Android,12.0,0,1,3,11,0,0
3355,482.15,Young-Reynolds,5968,Hallfort,iOS,52.55,0,2,4,8,0,0
3356,234.72,Wheeler-Riley,5812,Kelliburgh,POS,32.83,0,1,7,4,0,0
3357,258.74,"Freeman, Gray and Robinson",5411,East Meredith,Android,28.52,0,2,9,12,0,0
3358,344.26,Holder-Brown,5812,Blackburgh,POS,2.77,0,1,23,12,0,0
3359,502.11,"Byrd, Perez and Miller",5411,Millerport,Web,6.28,0,3,8,9,0,0
3360,751.56,Myers PLC,7299,South Cassandra,Web,51.04,0,5,8,2,0,0
3361,721.96,Thomas-Martinez,5968,Carrollstad,iOS,5.78,0,0,16,11,0,0
3362,394.66,Branch-Ryan,5261,South Nicole,iOS,1.17,0,5,20,6,0,0
3363,128.77,"Jacobs, Duke and Walker",7299,West Christybury,Web,52.64,0,4,10,8,0,0
3364,28.71,"Smith, Sparks and Hill",5411,East David,POS,45.47,0,1,20,7,0,0
3365,238.69,Frost-Thomas,5261,South Nicholasville,POS,6.09,0,1,7,10,0,0
3366,872.54,"Herman, Perry and Wong",7299,Lake Jonathan,Web,0.45,0,1,1,8,0,0
3367,585.01,White and Sons,5968,Aprilbury,Web,15.05,0,4,6,2,0,0
3368,443.15,Hill-Frederick,5812,West Amandamouth,Web,3.02,0,5,21,12,0,0
3369,354.98,Ramirez-Brown,5968,Lewiston,Web,7.64,0,6,15,3,0,0
3370,928.93,Jackson-Blanchard,5968,Amytown,iOS,44.18,0,1,17,6,0,0
3371,766.11,Welch LLC,5411,South Ronald,Web,6.99,0,2,5,11,0,0
3372,322.31,Stevens PLC,7299,Montesfort,Android,16.98,0,1,7,3,0,0
3373,332.93,Payne-Atkinson,5261,South Timothyberg,Android,11.61,0,4,11,12,0,0
3374,923.63,Baker-Nguyen,5261,North Ashley,Android,34.53,0,6,14,5,0,0
3375,667.17,Ball-Hall,5261,Jenniferview,Android,41.53,0,3,23,8,0,0
3376,980.65,Smith-Lawrence,7299,Lopezburgh,Web,34.26,0,2,9,3,0,0
3377,786.89,Berry-Smith,5968,Garrettfort,POS,15.12,0,0,18,10,0,0
3378,647.03,Walton-Jones,5411,South Bruceland,Android,52.31,0,6,0,9,0,0
3379,971.05,"Moore, Smith and Garrett",5812,Joshuaville,POS,2.21,0,5,20,8,0,0
3380,989.82,Larsen-Edwards,5942,Lake Matthewville,Android,47.46,0,1,5,1,0,0
3381,391.34,Durham-Medina,5411,Nicolebury,Android,32.38,0,3,16,7,0,0
3382,248.9,"Gentry, Warren and Marquez",5968,South Jamie,Android,43.98,0,0,14,7,0,0
3383,504.69,Ramos LLC,5968,Lisamouth,Web,25.05,0,0,19,3,0,0
3384,514.35,"Long, Patton and Price",5411,Webbstad,Android,44.6,0,6,2,9,0,0
3385,151.88,"Hoffman, Davis and Kelly",5812,North Jamesmouth,Web,32.88,0,6,6,8,0,0
3386,108.72,Rasmussen and Sons,5968,Prattshire,POS,38.41,0,3,0,1,0,0
3387,650.13,Yang-Baker,5968,Victoriaton,iOS,13.2,0,4,6,10,0,0
3388,89.55,Powell-Brown,5812,East Lisaview,POS,34.19,0,3,16,12,0,0
3389,156.81,Frost-Taylor,5942,Belltown,POS,47.8,0,4,5,12,0,0
3390,366.08,Soto-West,7299,Garciamouth,POS,31.14,0,0,7,5,0,0
3391,444.88,"Vasquez, Pennington and Mcguire",5411,Johnsonmouth,POS,38.87,0,2,5,10,0,0
3392,381.15,Simpson-Kim,5411,Mccoystad,iOS,59.5,0,6,1,8,0,0
3393,208.58,"Hunter, Dorsey and Rodriguez",5261,Bartlettville,iOS,37.28,0,2,8,10,0,0
3394,946.11,Johnson LLC,5968,Traceyport,POS,50.71,0,1,21,8,0,0
3395,308.04,Howard Group,5261,Rossfort,Web,54.81,0,3,4,10,0,0
3396,331.34,"Green, Wagner and Roberts",5411,Josephmouth,iOS,46.72,0,4,3,6,0,0
3397,418.77,Larson-Robinson,5942,West Diana,iOS,4.58,0,2,8,10,0,0
3398,595.64,Leon-Kim,5968,East Raymondborough,Android,6.76,0,6,23,8,0,0
3399,347.89,Smith Ltd,5261,Fisherfort,Android,56.61,0,6,9,5,0,0
3400,164.27,Chapman-Shepard,5812,Johnstad,Android,18.24,0,4,10,3,0,0
3401,441.94,"Perez, Ford and Williams",5812,Port Isaiah,POS,11.57,0,3,6,8,0,0
3402,235.41,James Group,5812,West Amanda,iOS,38.24,0,5,14,9,0,0
3403,49.8,Rodriguez-Maldonado,7299,Port Darin,POS,49.95,0,2,7,3,0,0
3404,285.62,"Nguyen, Heath and Williams",5411,Stacyburgh,Web,26.67,0,4,5,5,0,0
3405,960.21,"Miles, Jones and Torres",5261,West Stephaniefort,Android,42.43,0,2,2,2,0,0
3406,574.01,"Chapman, Phillips and Anderson",5942,New Joefort,Android,47.33,0,3,12,5,0,0
3407,188.16,Anderson-Garcia,5411,New Dakota,Web,5.72,0,1,10,4,0,0
3408,254.37,"Dunn, Wood and Livingston",5942,Oneillfort,iOS,44.2,0,4,10,2,0,0
3409,406.41,"Foster, Baker and Casey",5261,Marissamouth,Android,19.0,0,5,23,11,0,0
3410,686.18,"Fuller, Everett and Munoz",5968,Sarahborough,iOS,26.01,0,0,16,10,0,0
3411,627.67,Walton-Castillo,5812,New Trevorville,Web,51.76,0,4,11,12,0,0
3412,200.79,"Torres, Davis and Tate",7299,Christinemouth,iOS,21.0,0,2,7,11,0,0
3413,527.85,"Gonzalez, Allen and Ellison",5942,Lake Laurenview,Web,19.55,0,5,8,5,0,0
3414,962.96,Turner Inc,5812,Hernandezland,POS,58.43,0,0,4,1,0,0
3415,97.03,Dixon-Doyle,7299,Bergfort,Web,15.16,0,6,3,8,0,0
3416,186.37,Archer LLC,5968,Josephville,Android,45.82,0,6,12,11,0,0
3417,439.15,"Weber, Willis and Johnson",7299,Atkinsberg,Android,22.52,0,3,14,4,0,0
3418,168.09,"Boyd, Andrews and Miller",5411,Craigtown,Android,57.85,0,1,15,8,0,0
3419,548.9,Mendez-Hayden,5261,Kimberlyshire,Android,4.76,0,1,14,11,0,0
3420,287.61,Shaw-Richards,5812,North Charles,iOS,40.35,0,2,9,4,0,0
3421,383.33,Malone-Shields,7299,Travischester,Android,31.44,0,6,4,8,0,0
3422,838.68,"Burns, Baker and Anderson",5942,Jamesville,Android,20.21,0,3,20,2,0,0
3423,278.29,Evans and Sons,5261,New Jacquelinetown,iOS,32.43,0,4,21,1,0,0
3424,295.44,Sanders Ltd,5411,Joshuaport,iOS,20.48,0,0,19,1,0,0
3425,377.57,"Kent, Rodriguez and Odonnell",7299,North Kylefurt,Android,40.12,0,3,14,11,0,0
3426,78.02,Cook LLC,5261,Warrenport,Web,3.23,0,0,6,2,0,0
3427,166.09,Grant-Massey,5812,Guzmanfurt,iOS,13.75,0,5,9,6,0,0
3428,254.02,Lewis-Parks,5968,South Elizabethside,iOS,55.37,0,1,2,10,0,0
3429,15.48,Porter-Smith,5411,New Danny,POS,51.56,0,3,4,5,0,0
3430,384.71,"Weaver, Smith and Larsen",5411,Lake Kyle,Android,58.83,0,3,10,6,0,0
3431,168.27,Lambert-Morris,5812,New Joseph,Android,58.01,0,5,20,6,0,0
3432,446.56,Gonzales-Peters,5968,Lake Johnland,POS,10.32,0,1,20,1,0,0
3433,665.07,"Henderson, Davis and Wheeler",5812,Danielburgh,iOS,4.27,0,0,4,1,0,0
3434,815.35,Hart PLC,5261,New Christine,Android,37.96,0,2,16,8,0,0
3435,145.59,"Ibarra, Weber and Harris",5812,Lake Kari,Android,4.14,0,3,10,1,0,0
3436,704.58,"Walton, Roman and Green",5261,Port Luis,Android,27.46,0,0,4,10,0,0
3437,179.86,Hammond Ltd,5411,Turnertown,POS,26.68,0,0,3,8,0,0
3438,71.51,Mullen-Cook,5812,New Rebeccafort,POS,0.74,0,2,16,10,0,0
3439,259.52,"Elliott, Lin and Ortiz",5942,Julieland,Web,8.16,0,1,2,11,0,0
3440,904.78,"Payne, Nguyen and Miller",5942,Monicamouth,iOS,54.88,0,6,17,8,0,0
3441,264.21,Hunt-White,5968,North Joannchester,Android,32.12,0,5,15,8,0,0
3442,531.53,Hall PLC,5968,Padillaton,Android,33.59,0,6,1,3,0,0
3443,811.26,Hall Inc,5261,Paulview,iOS,47.42,0,3,12,7,0,0
3444,633.59,Martinez-Moyer,5942,East Racheltown,POS,36.08,0,2,0,8,0,0
3445,346.75,Rodgers Group,5411,Tonyberg,iOS,35.62,0,1,20,3,0,0
3446,899.12,Castaneda-Gardner,5411,Lake Pamela,iOS,4.76,0,5,21,11,0,0
3447,999.89,Davenport PLC,5968,Lake Andrew,Web,42.83,0,2,13,7,0,0
3448,780.57,Henry Group,5968,Georgeburgh,Web,19.59,0,6,17,7,0,0
3449,479.19,Hall-Moss,5261,South Christopher,POS,58.05,0,4,13,7,0,0
3450,202.34,Cunningham-Prince,5812,Lake Benjaminville,Android,41.64,0,2,18,4,0,0
3451,842.31,Scott PLC,5968,Diazburgh,Web,7.74,0,1,14,12,0,0
3452,699.15,"Green, Goodwin and Harris",5411,New Valerie,iOS,11.39,0,5,3,5,0,0
3453,592.59,"Ruiz, Andrews and Gibson",5812,Richardview,Web,55.11,0,2,7,5,0,0
3454,899.93,Bond-Espinoza,5411,Port Richard,Web,38.3,0,1,2,1,0,0
3455,375.54,"Owens, Burns and Armstrong",5968,Lake Leah,POS,12.14,0,4,7,2,0,0
3456,816.96,Lyons-Jones,5812,Morrowland,Web,16.6,0,0,13,8,0,0
3457,170.98,Brown-Hernandez,5968,Bryceview,Web,33.18,0,5,0,1,0,0
3458,98.93,"Taylor, Travis and Torres",5812,Derekmouth,Web,9.58,0,1,0,8,0,0
3459,309.6,Henry-Roberts,7299,West Amy,Android,27.89,0,3,8,1,0,0
3460,347.99,Berry-Gonzalez,5968,Lake Joseph,iOS,28.22,0,5,19,6,0,0
3461,566.2,"Rodriguez, Sandoval and Crawford",5968,North Anthonymouth,Android,39.78,0,3,10,9,0,0
3462,383.43,"Silva, Hahn and Cross",5968,Amberfurt,POS,36.72,0,4,3,1,0,0
3463,294.04,Anderson-Andersen,7299,North Matthewside,Web,34.93,0,3,18,11,0,0
3464,850.34,"Klein, White and Duran",5968,Hollowayberg,Android,49.41,0,1,0,12,0,0
3465,380.26,Sherman-Powell,5812,New Victorland,POS,59.05,0,5,4,3,0,0
3466,378.27,Wells-Edwards,5968,Lake Daniellechester,iOS,47.2,0,5,19,4,0,0
3467,814.88,"Jones, Horne and Caldwell",5942,East Taylorstad,iOS,54.05,0,1,19,8,0,0
3468,828.02,"Murray, Palmer and Graham",5942,East Matthewchester,iOS,34.08,0,3,10,8,0,0
3469,425.74,Mercer-Simon,5812,Rogertown,POS,7.27,0,4,23,12,0,0
3470,855.86,Jennings Group,5261,Stephanieborough,iOS,51.56,0,5,23,6,0,0
3471,98.08,"Cunningham, Parker and Martin",5812,Johnathantown,Android,14.45,0,0,8,10,0,0
3472,403.8,Martin PLC,5261,Walkerland,iOS,44.67,0,4,0,7,0,0
3473,729.42,Howard-Glover,5261,East Jeffreymouth,Android,58.63,0,1,11,4,0,0
3474,529.39,Gonzalez-Cannon,5968,Port Jesusview,Web,36.55,0,3,3,11,0,0
3475,306.89,Martin-Hartman,5968,West Tiffany,Android,19.23,0,4,22,10,0,0
3476,799.63,Conrad PLC,5968,East Allisonland,Android,53.24,0,1,5,11,0,0
3477,717.26,Massey-Jones,7299,Williamsmouth,iOS,4.09,0,6,12,2,0,0
3478,562.51,Taylor-Gallegos,5968,Weaverchester,Web,9.58,0,3,19,7,0,0
3479,283.95,Stevens-Morris,5411,East Jeffreyshire,Web,10.22,0,2,23,12,0,0
3480,223.66,"Ramos, Evans and Cobb",5812,South Courtneybury,POS,51.88,0,6,12,12,0,0
3481,941.23,Ware LLC,5812,East Nathanielside,Web,10.6,0,6,13,11,0,0
3482,734.49,Cooper Group,5942,South Emma,iOS,22.27,0,3,9,5,0,0
3483,747.31,"Cooper, Payne and Campos",5968,North David,Android,25.07,0,5,17,8,0,0
3484,860.98,"Smith, Small and Lee",5812,North Barbarafort,iOS,44.87,0,6,0,10,0,0
3485,382.8,Scott and Sons,5812,Susanside,POS,22.21,0,2,18,11,0,0
3486,39.22,Johnson Group,5942,Port Bridget,Web,46.03,0,0,5,10,0,0
3487,467.12,"Jones, Morris and Goodwin",5261,East Sergioburgh,POS,7.5,0,3,13,11,0,0
3488,461.06,Booth-Webb,5968,Carrollbury,Android,48.89,0,1,9,3,0,0
3489,816.71,"Hudson, Jennings and Vincent",5261,Kimberlychester,iOS,49.03,0,6,1,5,0,0
3490,401.17,"Palmer, Smith and Mckinney",5411,Lake Jessicaside,iOS,29.51,0,5,21,10,0,0
3491,564.98,Hall and Sons,5942,North David,iOS,16.47,0,0,10,5,0,0
3492,889.31,Haynes LLC,5261,North Emily,iOS,25.87,0,3,14,10,0,0
3493,523.0,Massey-Greene,5968,South Jared,Android,13.39,0,5,23,3,0,0
3494,10.96,"Martinez, George and Phillips",5261,North Sarah,POS,12.24,0,3,5,8,0,0
3495,461.27,"Reeves, Hale and Wright",5411,Kellyhaven,Android,4.5,0,0,18,10,0,0
3496,888.57,Estes and Sons,5812,Lake Sharon,POS,29.13,0,3,11,10,0,0
3497,601.52,"Guzman, Jackson and Lindsey",5942,Laurachester,iOS,14.73,0,1,8,9,0,0
3498,916.86,"Dickson, Rodgers and Clarke",5411,Velezborough,Web,2.75,0,2,17,10,0,0
3499,659.17,"Davis, Walls and Lucero",5411,West Alexis,iOS,17.25,0,2,5,12,0,0
3500,318.76,Torres Inc,5968,Port Samuelfort,POS,42.38,0,3,23,7,0,0
3501,263.65,"Duncan, Harris and Byrd",5411,Richardsonside,Android,46.29,0,3,23,8,0,0
3502,920.65,Bonilla-Jordan,7299,South Kennethbury,Android,30.13,0,0,12,1,0,0
3503,546.85,Barnes-Hughes,5942,Kevinberg,Web,10.56,0,1,0,2,0,0
3504,653.16,Leblanc-Thornton,5942,Christinafurt,iOS,49.26,0,6,5,2,0,0
3505,100.36,Church Inc,5812,Lopezton,Web,36.82,0,0,2,2,0,0
3506,158.22,Marshall-Knight,5812,Harrisonchester,Web,23.72,0,4,13,1,0,0
3507,992.81,"Gomez, Perez and Russell",5968,New Brian,POS,8.13,0,4,23,3,0,0
3508,942.57,"Jackson, Scott and Rodriguez",5411,Snyderside,POS,41.6,0,1,13,3,0,0
3509,773.32,"Lee, Brown and Nunez",5942,Lake Kim,Android,36.52,0,0,10,5,0,0
3510,2915.33,"Ross, Scott and Valencia",5812,Lake Kevin,Android,75.76,1,3,9,6,1,0
3511,570.37,"Johnson, Contreras and Bender",5942,Goodwinmouth,POS,51.75,0,1,1,7,0,0
3512,912.22,Harris-Garcia,5942,Amberport,POS,25.59,0,3,17,12,0,0
3513,599.01,"Haney, Ho and Day",5812,Salazarhaven,Web,40.12,0,1,21,11,0,0
3514,447.05,Hill LLC,5812,Smithport,iOS,27.96,0,4,9,1,0,0
3515,36.61,Howe-Flores,5812,Lake Michael,Web,30.29,0,1,8,6,0,0
3516,542.57,Elliott-Owen,7299,North Robert,Android,12.53,0,4,7,5,0,0
3517,747.79,Williams Inc,5411,West Jessica,Web,42.16,0,3,23,1,0,0
3518,38.21,"Fleming, Allen and Reed",5968,North Amber,POS,6.08,0,3,13,8,0,0
3519,977.28,Gray-Clark,5411,Port Dakota,POS,46.06,0,5,2,11,0,0
3520,444.83,Miller-Webb,5411,New Adam,POS,7.3,0,6,17,9,0,0
3521,282.82,Arias PLC,5261,North Scott,POS,13.68,0,6,6,6,0,0
3522,591.18,Pope-Meza,5968,Cookefurt,Android,51.98,0,0,20,8,0,0
3523,651.43,Sullivan-Ray,5812,New Erika,POS,3.36,0,0,22,1,0,0
3524,119.94,Ray Group,7299,Davidbury,Web,59.34,0,2,7,6,0,0
3525,121.95,Hopkins Ltd,5411,New Dylanland,Web,53.7,0,1,6,11,0,0
3526,763.13,Kline-Nguyen,7299,North Adam,iOS,22.82,0,0,10,5,0,0
3527,920.02,"Morris, Chen and Matthews",5968,New Steventon,Android,46.95,0,1,5,11,0,0
3528,344.07,"Evans, Smith and Williams",7299,Maloneland,Android,42.35,0,6,13,5,0,0
3529,789.23,Carr Ltd,5968,West Robert,POS,50.74,0,3,19,6,0,0
3530,878.86,"Stone, James and Wallace",5942,Carmenville,Web,43.74,0,0,18,7,0,0
3531,760.19,Flores-Chavez,5261,Raymondhaven,POS,12.17,0,5,4,2,0,0
3532,401.21,Huerta and Sons,5261,New Walter,iOS,11.64,0,6,16,7,0,0
3533,788.7,"Smith, Hawkins and Jimenez",7299,Riosbury,iOS,59.22,0,1,7,2,0,0
3534,630.98,"Holt, Crane and Johnson",5812,Popechester,iOS,48.22,0,5,4,10,0,0
3535,254.3,Mendoza LLC,5942,Thorntonbury,Web,13.34,0,5,7,4,0,0
3536,854.77,"Stewart, Burton and English",7299,East Tiffany,iOS,35.19,0,4,10,12,0,0
3537,905.5,"Collins, Daniels and Herman",5411,North Tracystad,iOS,27.34,0,0,8,10,0,0
3538,607.29,Martin-Davis,7299,Heathertown,Web,48.45,0,4,3,8,0,0
3539,444.5,Beck-Farrell,5968,South Susanside,Android,2.25,0,3,7,8,0,0
3540,553.43,"Melendez, Bowers and Jones",5812,Michelleburgh,Android,1.27,0,6,23,5,0,0
3541,606.6,Lin PLC,5261,Franklinchester,iOS,56.0,0,6,1,7,0,0
3542,834.78,Hanson and Sons,5411,Wallaceborough,POS,53.42,0,1,10,6,0,0
3543,390.07,Kaufman Inc,5261,Lake Jill,POS,4.6,0,1,2,10,0,0
3544,884.65,Scott-Morris,5942,West Michaelmouth,POS,40.02,0,2,9,7,0,0
3545,3339.8,Gilmore-Bautista,5261,Hallbury,iOS,83.92,1,2,2,6,1,0
3546,558.69,Murphy-Valdez,5942,South Brian,POS,33.8,0,0,1,11,0,0
3547,545.98,"Garcia, Campbell and Barron",5261,Johnsonland,Android,7.17,0,4,19,11,0,0
3548,100.36,"Paul, Harmon and Lee",5261,North Ashley,iOS,21.83,0,6,9,1,0,0
3549,374.33,Smith LLC,5812,Hughesstad,POS,3.45,0,6,22,3,0,0
3550,72.11,"Murphy, Black and Buchanan",5812,Robertchester,Web,31.3,0,6,6,12,0,0
3551,404.71,"Reyes, Nash and Small",5942,Henryberg,iOS,20.36,0,1,5,3,0,0
3552,980.26,Potter-Ward,5812,Mckenziestad,Android,54.81,0,0,12,1,0,0
3553,58.91,Brown-Castro,5812,Lanetown,iOS,16.44,0,4,12,9,0,0
3554,40.95,Martin Inc,5261,North Anthonyfort,Web,18.51,0,2,5,5,0,0
3555,709.09,Mosley-Chaney,5942,Port David,Web,20.71,0,4,1,1,0,0
3556,951.53,Wright PLC,5261,Port Tina,iOS,36.22,0,4,3,1,0,0
3557,811.5,Morgan-Hays,7299,Brownfurt,Web,13.99,0,6,5,12,0,0
3558,220.38,"Scott, Hensley and Martin",5968,South Christopherland,iOS,10.11,0,4,12,9,0,0
3559,3547.58,Newton-Russell,5261,Ortegastad,Web,113.34,1,1,23,7,1,1
3560,577.66,"Reed, Gordon and Wilson",5812,Taylorshire,POS,34.86,0,6,6,12,0,0
3561,594.27,Collins LLC,5942,Justinville,iOS,27.59,0,1,19,9,0,0
3562,893.11,"Cruz, Brady and Mosley",7299,Morrowtown,POS,21.34,0,5,3,8,0,0
3563,821.34,"Gibbs, Reed and Maynard",7299,Cynthiaport,Web,5.71,0,0,7,5,0,0
3564,887.75,Perez PLC,5411,Churchhaven,iOS,52.05,0,5,18,7,0,0
3565,858.13,"Murray, Wilkinson and Sherman",7299,New Joseph,iOS,113.28,1,5,22,12,0,1
3566,920.62,Schroeder PLC,7299,Stephaniemouth,Android,48.91,0,5,7,3,0,0
3567,21.2,"Rodriguez, Davis and Howard",5812,New Stevenfurt,Android,16.45,0,2,4,3,0,0
3568,36.66,Wu-Anderson,5812,South Patrick,Web,18.07,0,6,21,2,0,0
3569,629.7,Hopkins-Hill,5968,Millerton,Android,3.97,0,2,19,8,0,0
3570,982.93,Macdonald-Johnson,5261,Hamptonside,Android,51.89,0,0,3,3,0,0
3571,332.89,Lopez-Dillon,5261,Glassview,Web,17.89,0,4,19,10,0,0
3572,402.3,"Brooks, Marquez and Gutierrez",7299,South Zachary,Android,10.8,0,1,11,1,0,0
3573,990.11,"Macias, Mendez and Lamb",5968,North Kimberlyville,iOS,59.3,0,5,0,9,0,0
3574,968.19,Romero-Cox,5261,Port Joshuastad,Android,2.26,0,1,20,5,0,0
3575,230.89,Wheeler-Gibson,5942,Webermouth,iOS,37.26,0,3,11,1,0,0
3576,604.58,"Padilla, Rogers and Davis",5968,Martinezshire,POS,30.24,0,3,22,10,0,0
3577,395.96,"Morales, Owens and Novak",5812,North Deborah,POS,29.51,0,4,17,1,0,0
3578,329.05,Mclaughlin-Singh,5812,Port Arthurton,iOS,4.5,0,2,0,4,0,0
3579,38.69,Livingston and Sons,5942,Burgessburgh,iOS,1.48,0,6,5,7,0,0
3580,895.09,Benson Ltd,5411,Davidport,iOS,54.34,0,6,14,8,0,0
3581,495.03,Sanchez-White,5942,New Kristenville,Android,31.24,0,2,6,7,0,0
3582,994.01,Martin-Bates,5411,Diazfurt,iOS,29.17,0,4,0,12,0,0
3583,429.43,"Cunningham, Olsen and Carroll",5261,Teresaberg,iOS,47.72,0,1,1,5,0,0
3584,197.5,Norman Inc,5812,Toddborough,iOS,2.2,0,1,6,6,0,0
3585,271.5,Pearson-Barton,7299,North Michael,iOS,34.8,0,1,20,4,0,0
3586,212.65,Sanchez-Torres,5411,Port Jasmine,POS,24.87,0,0,8,3,0,0
3587,678.07,Elliott-Jimenez,5968,Brendashire,Android,46.21,0,6,11,7,0,0
3588,80.17,Cole-Taylor,5411,New Tristanbury,Android,26.59,0,6,19,12,0,0
3589,80.26,Sanders PLC,5812,New Christopherbury,POS,59.51,0,5,3,5,0,0
3590,412.27,Stevens-Mahoney,5261,New Davidhaven,Android,54.17,0,4,16,12,0,0
3591,93.71,Carter-Hill,5261,North Alexandria,POS,13.21,0,2,1,12,0,0
3592,127.78,Stephens Group,7299,Dianafurt,Web,44.8,0,6,13,4,0,0
3593,330.04,Whitaker-Brooks,5812,New Natashaview,iOS,4.48,0,1,3,1,0,0
3594,966.19,"Harris, Knight and Stark",5812,Joseborough,Web,54.27,0,3,18,5,0,0
3595,731.61,Sanchez Inc,5942,Baileyside,Android,42.63,0,1,5,2,0,0
3596,912.6,"Carter, Tapia and Evans",7299,Hansonfort,POS,20.21,0,1,2,1,0,0
3597,339.82,French and Sons,5261,Port Lisa,Web,41.73,0,3,1,6,0,0
3598,149.86,"Good, Tran and Castro",5411,New Michaelberg,POS,31.81,0,5,9,7,0,0
3599,104.77,Lowe-Jimenez,5261,North Angela,Web,59.1,0,4,14,7,0,0
3600,509.67,"Evans, White and Harris",5942,Mcdonaldtown,POS,23.43,0,4,11,1,0,0
3601,356.13,Rodriguez-Hernandez,5812,Johnstonshire,Web,9.44,0,1,0,4,0,0
3602,22.14,Kelley-Riddle,7299,Youngside,Android,38.77,0,4,23,11,0,0
3603,762.62,Graham-Gray,5942,Lake Benjamin,iOS,12.99,0,0,2,12,0,0
3604,140.57,"Beard, Davis and Johnson",5942,Port Stephanie,Web,41.1,0,3,12,2,0,0
3605,202.18,Cole-Brooks,7299,South Jamesland,Web,21.38,0,5,5,5,0,0
3606,561.92,Martinez LLC,5942,Milesstad,POS,37.09,0,3,19,2,0,0
3607,822.71,Green-Gordon,5942,Knappview,POS,8.33,0,5,15,9,0,0
3608,591.28,Anderson Ltd,5812,Roseside,Android,37.41,0,5,6,4,0,0
3609,504.37,"Jones, Smith and Manning",5261,Lake Shane,Web,46.29,0,4,22,3,0,0
3610,403.91,Edwards-White,5942,Nelsonport,iOS,19.68,0,3,10,2,0,0
3611,122.68,Stephens-Williams,5968,New James,Android,53.27,0,0,20,8,0,0
3612,609.04,Taylor-Johnson,5261,Kingburgh,POS,49.96,0,3,13,10,0,0
3613,793.27,Dawson-Cook,5968,South Ashley,POS,24.94,0,4,9,7,0,0
3614,456.02,"Black, Edwards and Ward",5812,Michellemouth,Web,49.93,0,6,19,6,0,0
3615,985.97,Barnett-Allen,5942,North Chelsea,iOS,44.79,0,3,2,8,0,0
3616,929.0,Meadows Ltd,5261,North Jonathan,Web,55.28,0,6,14,2,0,0
3617,910.52,Taylor and Sons,5411,South Lauratown,POS,18.2,0,1,9,2,0,0
3618,695.73,"Kim, Martin and Chase",5411,North Franklinfurt,POS,44.18,0,1,1,1,0,0
3619,986.0,"Miller, Russell and Love",7299,West Pamelatown,iOS,4.24,0,2,23,11,0,0
3620,421.27,Williams-Brown,5812,Jenniferside,Android,49.27,0,1,4,1,0,0
3621,277.02,"Beck, Jones and Ortiz",5411,Jameschester,POS,42.46,0,6,11,8,0,0
3622,595.19,"Bowers, Ross and Suarez",5261,Curtisland,Android,18.64,0,1,15,2,0,0
